标题6,标题链接1,字段1
16种物品分类切割板+注意力测试,https://aistudio.baidu.com/datasetdetail/110955,
兰魂阁负荷预测,https://aistudio.baidu.com/datasetdetail/104030,
结肠息肉数据集,https://aistudio.baidu.com/datasetdetail/42532,
知识驱动对话sgns.weibo.300d.txt,https://aistudio.baidu.com/datasetdetail/16930,
语音噪声数据集VoiceBank-DEMAND,https://aistudio.baidu.com/datasetdetail/62188,
信用卡评分数据集,https://aistudio.baidu.com/datasetdetail/207852,
CPS.resnet50.deeplabv3+.cityscapes,https://aistudio.baidu.com/datasetdetail/185470,
遥感影像竞赛数据集,https://aistudio.baidu.com/datasetdetail/55884,
验证码测试集,https://aistudio.baidu.com/datasetdetail/41902,
官网版猫狗数据集,https://aistudio.baidu.com/datasetdetail/23520,
红绿灯检测,https://aistudio.baidu.com/datasetdetail/37429,
水果蔬菜数据集Fruit-Vegetables-Dataset,https://aistudio.baidu.com/datasetdetail/104366,
李宏毅课程-生成对抗网络：作业3-使用StarGAN生成不同领域的名人头像,https://aistudio.baidu.com/datasetdetail/84676,
钢铁检测图片,https://aistudio.baidu.com/datasetdetail/89276,
kaggle-the great barrier reef 比赛数据集,https://aistudio.baidu.com/datasetdetail/119082,
口罩检测,https://aistudio.baidu.com/datasetdetail/104243,
智能人机交互自然语言理解,https://aistudio.baidu.com/datasetdetail/148267,
水下声学目标检测_lrtyh,https://aistudio.baidu.com/datasetdetail/80638,
百度网盘AI大赛-祛法令纹,https://aistudio.baidu.com/datasetdetail/239222,
图像分类,https://aistudio.baidu.com/datasetdetail/123053,
鸟巢数据集,https://aistudio.baidu.com/datasetdetail/110254,
train_resize_bg,https://aistudio.baidu.com/datasetdetail/224889,
VGGFace2,https://aistudio.baidu.com/datasetdetail/13135,
submission,https://aistudio.baidu.com/datasetdetail/150369,
M3CV Dataset,https://aistudio.baidu.com/datasetdetail/156833,
KTH_M,https://aistudio.baidu.com/datasetdetail/18582,
数据,https://aistudio.baidu.com/datasetdetail/113607,
imagenet2012-tiny,https://aistudio.baidu.com/datasetdetail/50195,
数字识别,https://aistudio.baidu.com/datasetdetail/77085,
824final,https://aistudio.baidu.com/datasetdetail/51315,
housevotes84.data,https://aistudio.baidu.com/datasetdetail/33617,
蘑菇训练数据集,https://aistudio.baidu.com/datasetdetail/123900,
eq road crack dataset,https://aistudio.baidu.com/datasetdetail/153224,
COVID-19数据集,https://aistudio.baidu.com/datasetdetail/179441,
验证testtxt,https://aistudio.baidu.com/datasetdetail/38448,
婴儿哭声识别数据集,https://aistudio.baidu.com/datasetdetail/169602,
1,https://aistudio.baidu.com/datasetdetail/93465,
tiny_raw,https://aistudio.baidu.com/datasetdetail/167008,
蓝毛自用 v2,https://aistudio.baidu.com/datasetdetail/185602,
2021大数据竞赛完整数据集,https://aistudio.baidu.com/datasetdetail/102634,
wav2pose,https://aistudio.baidu.com/datasetdetail/117305,
PaddleSucks,https://aistudio.baidu.com/datasetdetail/122281,
【科大讯飞】机动车车牌识别挑战赛,https://aistudio.baidu.com/datasetdetail/159025,
海上船舶,https://aistudio.baidu.com/datasetdetail/129210,
cattle_model,https://aistudio.baidu.com/datasetdetail/177685,
全三分类,https://aistudio.baidu.com/datasetdetail/87835,
horseColicTest,https://aistudio.baidu.com/datasetdetail/113540,
2021国际大数据训练集,https://aistudio.baidu.com/datasetdetail/102653,
1500对抗,https://aistudio.baidu.com/datasetdetail/94692,
params,https://aistudio.baidu.com/datasetdetail/156220,
trafficlight,https://aistudio.baidu.com/datasetdetail/40570,
WEBUI大模型,https://aistudio.baidu.com/datasetdetail/201480,
UA-DETRAC,https://aistudio.baidu.com/datasetdetail/71466,
重叠图像分割,https://aistudio.baidu.com/datasetdetail/100888,
新闻类别数据集,https://aistudio.baidu.com/datasetdetail/106736,
交通量数据集,https://aistudio.baidu.com/datasetdetail/151881,
街景地图门牌号识别,https://aistudio.baidu.com/datasetdetail/162621,
MSRA10K显著性检测,https://aistudio.baidu.com/datasetdetail/69834,
190618,https://aistudio.baidu.com/datasetdetail/8261,
压缩后图片,https://aistudio.baidu.com/datasetdetail/220949,
葡萄柚（无尽模型）grapefruitV4,https://aistudio.baidu.com/datasetdetail/190784,
水稻慈姑类杂草数据集-det-voc,https://aistudio.baidu.com/datasetdetail/164767,
coco17全集,https://aistudio.baidu.com/datasetdetail/50227,
ISIC2018,https://aistudio.baidu.com/datasetdetail/24211,
车道线检测数据集,https://aistudio.baidu.com/datasetdetail/143056,
widerface_for_mtcnn,https://aistudio.baidu.com/datasetdetail/109883,
处理后的喉癌和下咽癌数据,https://aistudio.baidu.com/datasetdetail/89080,
中文新闻标题004,https://aistudio.baidu.com/datasetdetail/93556,
WIDERFACE_official,https://aistudio.baidu.com/datasetdetail/120616,
红葡萄酒,https://aistudio.baidu.com/datasetdetail/97502,
ILSVRC2015,https://aistudio.baidu.com/datasetdetail/40132,
食物热量,https://aistudio.baidu.com/datasetdetail/127832,
PPDiffusers模型: 9527,https://aistudio.baidu.com/datasetdetail/189546,
val_data,https://aistudio.baidu.com/datasetdetail/103109,
国风2.0_vae,https://aistudio.baidu.com/datasetdetail/188806,
第十二期3天AI进阶实战营（情感分析系统）数据集,https://aistudio.baidu.com/datasetdetail/125082,
COVID-19打乱顺序,https://aistudio.baidu.com/datasetdetail/125520,
zhwiki-20200501-pages-articles-multistream.xml.bz2,https://aistudio.baidu.com/datasetdetail/37080,
文字图片,https://aistudio.baidu.com/datasetdetail/5031,
RSDDs：铁轨表面缺陷数据集,https://aistudio.baidu.com/datasetdetail/97732,
data,https://aistudio.baidu.com/datasetdetail/35702,
data_coco_stronger,https://aistudio.baidu.com/datasetdetail/145575,
【3天AI进阶实战营】行人追踪操作模板,https://aistudio.baidu.com/datasetdetail/119110,
insulator,https://aistudio.baidu.com/datasetdetail/81447,
评论数据_4.3,https://aistudio.baidu.com/datasetdetail/78557,
300W,https://aistudio.baidu.com/datasetdetail/118871,
celebA-名人画像数据集,https://aistudio.baidu.com/datasetdetail/224771,
双十一淘宝美妆,https://aistudio.baidu.com/datasetdetail/17364,
1,https://aistudio.baidu.com/datasetdetail/190983,
SyntheticAircraft,https://aistudio.baidu.com/datasetdetail/70586,
little.xlsx,https://aistudio.baidu.com/datasetdetail/39675,
boatdetection,https://aistudio.baidu.com/datasetdetail/39885,
Kinetics-skeleton,https://aistudio.baidu.com/datasetdetail/117687,
Sliver-07肝脏分割数据集,https://aistudio.baidu.com/datasetdetail/19906,
AHPU-BDAI 猫十二分类数据集,https://aistudio.baidu.com/datasetdetail/111624,
工业安全生产环境违规使用手机的识别,https://aistudio.baidu.com/datasetdetail/107882,
无尽模型,https://aistudio.baidu.com/datasetdetail/190351,
AI绘画模型,https://aistudio.baidu.com/datasetdetail/209328,
信贷违约数据,https://aistudio.baidu.com/datasetdetail/203176,
rico_dataset_v0.1,https://aistudio.baidu.com/datasetdetail/71297,
人流密度检测,https://aistudio.baidu.com/datasetdetail/36282,
猫十二分类训练预测数据集,https://aistudio.baidu.com/datasetdetail/80208,
障碍物识别,https://aistudio.baidu.com/datasetdetail/45884,
狗狗10分类,https://aistudio.baidu.com/datasetdetail/44415,
PaddleDetection套件,https://aistudio.baidu.com/datasetdetail/236647,
“华为云杯”2020深圳开发数据应用创新大赛,https://aistudio.baidu.com/datasetdetail/70484,
交通标志,https://aistudio.baidu.com/datasetdetail/123712,
意图识别8-2,https://aistudio.baidu.com/datasetdetail/98043,
人体关键点mini数据集,https://aistudio.baidu.com/datasetdetail/162698,
Cell Tracking 2D+Time Datasets,https://aistudio.baidu.com/datasetdetail/78515,
corn_test,https://aistudio.baidu.com/datasetdetail/158586,
输电线路涉鸟故障相关鸟种细粒度分类,https://aistudio.baidu.com/datasetdetail/129352,
CMeEE,https://aistudio.baidu.com/datasetdetail/145102,
ssl,https://aistudio.baidu.com/datasetdetail/193589,
Cifar10 npz,https://aistudio.baidu.com/datasetdetail/127614,
RAMD_mdp,https://aistudio.baidu.com/datasetdetail/166403,
ecg,https://aistudio.baidu.com/datasetdetail/122185,
RWKV-4-Raven-14B-v9-20230412-ctx819,https://aistudio.baidu.com/datasetdetail/209061,
MyVideos,https://aistudio.baidu.com/datasetdetail/104290,
housing.data,https://aistudio.baidu.com/datasetdetail/97868,
mnist,https://aistudio.baidu.com/datasetdetail/119758,
2020届”东方国信杯”高校大数据开发大赛,https://aistudio.baidu.com/datasetdetail/37699,
气温变化数据集,https://aistudio.baidu.com/datasetdetail/108026,
coat,https://aistudio.baidu.com/datasetdetail/86865,
薄片1,https://aistudio.baidu.com/datasetdetail/97363,
身份认定文件,https://aistudio.baidu.com/datasetdetail/161725,
百度红绿灯检测竞赛数据集,https://aistudio.baidu.com/datasetdetail/35690,
data104969,https://aistudio.baidu.com/datasetdetail/140089,
sms信息分类,https://aistudio.baidu.com/datasetdetail/33700,
引航计划-2022暑期电子营-3班代码资料,https://aistudio.baidu.com/datasetdetail/162540,
angle_prediction,https://aistudio.baidu.com/datasetdetail/167680,
讯飞算法赛：车辆贷款违约预测数据集,https://aistudio.baidu.com/datasetdetail/101719,
手写数据集,https://aistudio.baidu.com/datasetdetail/6995,
kitti-prednet,https://aistudio.baidu.com/datasetdetail/119650,
别人的数据集,https://aistudio.baidu.com/datasetdetail/190495,
语言知识竞赛数据集,https://aistudio.baidu.com/datasetdetail/24882,
breast_40X,https://aistudio.baidu.com/datasetdetail/22532,
水果缺陷检测数据集,https://aistudio.baidu.com/datasetdetail/240680,
泰迪B,https://aistudio.baidu.com/datasetdetail/31701,
data2,https://aistudio.baidu.com/datasetdetail/136262,
ERNIE-code,https://aistudio.baidu.com/datasetdetail/10252,
马斑马干净版,https://aistudio.baidu.com/datasetdetail/50915,
中国平安股价,https://aistudio.baidu.com/datasetdetail/144432,
minst,https://aistudio.baidu.com/datasetdetail/56699,
CASIA-WebFace （筛选人脸）,https://aistudio.baidu.com/datasetdetail/21943,
自定义LRS2数据wa2lip预处理集,https://aistudio.baidu.com/datasetdetail/161272,
手写数据集,https://aistudio.baidu.com/datasetdetail/35997,
矿石数据集,https://aistudio.baidu.com/datasetdetail/168671,
抽烟打电话,https://aistudio.baidu.com/datasetdetail/55509,
手写数字,https://aistudio.baidu.com/datasetdetail/37017,
all_rock,https://aistudio.baidu.com/datasetdetail/83768,
路标数据集--VOC格式,https://aistudio.baidu.com/datasetdetail/127303,
泰坦尼克号数据集,https://aistudio.baidu.com/datasetdetail/22271,
SIIM CT图像数据,https://aistudio.baidu.com/datasetdetail/74,
2021-OCR文本图片,https://aistudio.baidu.com/datasetdetail/101971,
VOC数据集示例,https://aistudio.baidu.com/datasetdetail/145694,
谷物,https://aistudio.baidu.com/datasetdetail/98475,
UA-DETRAC,https://aistudio.baidu.com/datasetdetail/24530,
stable diffusion的10种热门模型合集C,https://aistudio.baidu.com/datasetdetail/223464,
APPS Pretrained,https://aistudio.baidu.com/datasetdetail/99247,
十八届创意组数据集（清洗脏数据）,https://aistudio.baidu.com/datasetdetail/206692,
基于用户行为和商品属性的购买商品预估,https://aistudio.baidu.com/datasetdetail/221830,
【转】车道线分割,https://aistudio.baidu.com/datasetdetail/181846,
Caltech101数据集,https://aistudio.baidu.com/datasetdetail/145127,
NLP_Models for KUAKE-QQR,https://aistudio.baidu.com/datasetdetail/224188,
曦曦优化版的inniesBetterVaginas_v11模型,https://aistudio.baidu.com/datasetdetail/194011,
test,https://aistudio.baidu.com/datasetdetail/224,
data6,https://aistudio.baidu.com/datasetdetail/47885,
Dinganbiao,https://aistudio.baidu.com/datasetdetail/149038,
PaddleVideo-develop.zip,https://aistudio.baidu.com/datasetdetail/115015,
中药数据集,https://aistudio.baidu.com/datasetdetail/47577,
data5,https://aistudio.baidu.com/datasetdetail/47780,
train_and_test_data_set,https://aistudio.baidu.com/datasetdetail/152395,
transfoermer_base_model,https://aistudio.baidu.com/datasetdetail/104362,
[过时] PPDiffusers模型: GrapefruitV3,https://aistudio.baidu.com/datasetdetail/188075,
Set,https://aistudio.baidu.com/datasetdetail/93827,
cat,https://aistudio.baidu.com/datasetdetail/22631,
车牌检测模型,https://aistudio.baidu.com/datasetdetail/34743,
中文文档摘要,https://aistudio.baidu.com/datasetdetail/38953,
OCR常用字体,https://aistudio.baidu.com/datasetdetail/144214,
风力发电预测,https://aistudio.baidu.com/datasetdetail/176424,
breast cancer,https://aistudio.baidu.com/datasetdetail/68630,
new_fire,https://aistudio.baidu.com/datasetdetail/148168,
VITS-fast-fine-tuning（云端）,https://aistudio.baidu.com/datasetdetail/234386,
马老师的虫子——最新,https://aistudio.baidu.com/datasetdetail/141017,
波士顿房价,https://aistudio.baidu.com/datasetdetail/148780,
zhvoice-中文语音语料数据集-16K采样率,https://aistudio.baidu.com/datasetdetail/108706,
wav2lip和GPEN优化参数数据,https://aistudio.baidu.com/datasetdetail/217352,
个人ai语音训练集,https://aistudio.baidu.com/datasetdetail/234284,
3DIRCADb,https://aistudio.baidu.com/datasetdetail/123329,
结直肠息肉内镜图像数据集--yolov5(txt)格式,https://aistudio.baidu.com/datasetdetail/216022,
配电室设备对象数据集(COCO),https://aistudio.baidu.com/datasetdetail/164854,
kitti_object检测数据集,https://aistudio.baidu.com/datasetdetail/70064,
印地语检测-真实数据集,https://aistudio.baidu.com/datasetdetail/124015,
遥感目标检测——xView,https://aistudio.baidu.com/datasetdetail/53622,
Arabic OCR,https://aistudio.baidu.com/datasetdetail/153077,
停用词,https://aistudio.baidu.com/datasetdetail/119676,
CFM对金融市场的波动性预测-数据集,https://aistudio.baidu.com/datasetdetail/126261,
无人驾驶挑战赛数据集,https://aistudio.baidu.com/datasetdetail/146614,
大白菜病虫害,https://aistudio.baidu.com/datasetdetail/129464,
人工智能大作业——车辆图像识别,https://aistudio.baidu.com/datasetdetail/149440,
ZheGen,https://aistudio.baidu.com/datasetdetail/94416,
红绿灯检测单数据集,https://aistudio.baidu.com/datasetdetail/35723,
VQA数据集 Part2,https://aistudio.baidu.com/datasetdetail/111001,
新冠肺炎CT数据集,https://aistudio.baidu.com/datasetdetail/27650,
【AI达人特训营】交通灯检测测试集图片,https://aistudio.baidu.com/datasetdetail/153678,
PaddleOCR 2.7,https://aistudio.baidu.com/datasetdetail/234905,
FGVC Aircraft（按类别文件夹存放）,https://aistudio.baidu.com/datasetdetail/85757,
遥感影像分类——NWPU-RESISC45,https://aistudio.baidu.com/datasetdetail/51873,
UAV123,https://aistudio.baidu.com/datasetdetail/91853,
LORA,https://aistudio.baidu.com/datasetdetail/225391,
RarePlanes,https://aistudio.baidu.com/datasetdetail/70215,
YOWO 预训练权重,https://aistudio.baidu.com/datasetdetail/145592,
ILSVRC2012,https://aistudio.baidu.com/datasetdetail/144459,
dns_interspeech_2021_mandarin_100h,https://aistudio.baidu.com/datasetdetail/119056,
人群数据,https://aistudio.baidu.com/datasetdetail/105483,
MNIST数据集,https://aistudio.baidu.com/datasetdetail/175243,
发霉病斑虫蚀,https://aistudio.baidu.com/datasetdetail/143251,
遥感影像分类——RSD46-WHU,https://aistudio.baidu.com/datasetdetail/52359,
drop,https://aistudio.baidu.com/datasetdetail/105887,
LEVIR-CD,https://aistudio.baidu.com/datasetdetail/193645,
Mnist数据集,https://aistudio.baidu.com/datasetdetail/108826,
中石油图像分类,https://aistudio.baidu.com/datasetdetail/110002,
AI绘图,https://aistudio.baidu.com/datasetdetail/201344,
跌倒检测数据集,https://aistudio.baidu.com/datasetdetail/93879,
水表表盘,https://aistudio.baidu.com/datasetdetail/95392,
RegAE,https://aistudio.baidu.com/datasetdetail/193595,
江豚,https://aistudio.baidu.com/datasetdetail/101164,
使用GAN生成莫奈风格图片,https://aistudio.baidu.com/datasetdetail/144858,
imgfi_dataset,https://aistudio.baidu.com/datasetdetail/161922,
VQA 数据集 Part1,https://aistudio.baidu.com/datasetdetail/110996,
天池篡改图像分类+检测,https://aistudio.baidu.com/datasetdetail/196809,
反光衣检测数据集,https://aistudio.baidu.com/datasetdetail/90344,
DeepFillv2_Paddle,https://aistudio.baidu.com/datasetdetail/111250,
常见衣物布料,https://aistudio.baidu.com/datasetdetail/218140,
grocery,https://aistudio.baidu.com/datasetdetail/242666,
鲜花识别,https://aistudio.baidu.com/datasetdetail/86067,
paddle,https://aistudio.baidu.com/datasetdetail/54708,
CK+48,https://aistudio.baidu.com/datasetdetail/72376,
鲜花分类数据集,https://aistudio.baidu.com/datasetdetail/121110,
历年考研数据与国家经济数据,https://aistudio.baidu.com/datasetdetail/149690,
垃圾分类——voc,https://aistudio.baidu.com/datasetdetail/102629,
管子学刊,https://aistudio.baidu.com/datasetdetail/112093,
新冠CT（阴性or阳性）数据集,https://aistudio.baidu.com/datasetdetail/31940,
lemon_homework.zip,https://aistudio.baidu.com/datasetdetail/73867,
celeba_hq,https://aistudio.baidu.com/datasetdetail/45029,
相关的部分源码与安装包,https://aistudio.baidu.com/datasetdetail/167090,
LCC_FASD活体检测数据集,https://aistudio.baidu.com/datasetdetail/64448,
英雄联盟,https://aistudio.baidu.com/datasetdetail/161508,
讯飞研究院-X光安检图像检测挑战赛2022一阶段公开数据,https://aistudio.baidu.com/datasetdetail/165820,
中文歌词数据集,https://aistudio.baidu.com/datasetdetail/107317,
yoo,https://aistudio.baidu.com/datasetdetail/26966,
AnglePrediction_test_A,https://aistudio.baidu.com/datasetdetail/161697,
camelyon,https://aistudio.baidu.com/datasetdetail/191106,
EPFL汽车朝向数据集,https://aistudio.baidu.com/datasetdetail/39922,
redbook_six,https://aistudio.baidu.com/datasetdetail/128089,
dla part1,https://aistudio.baidu.com/datasetdetail/78316,
person,https://aistudio.baidu.com/datasetdetail/80272,
首届全球AI药物研发算法大赛—复赛提交样例,https://aistudio.baidu.com/datasetdetail/233578,
客服通话文本摘要提取,https://aistudio.baidu.com/datasetdetail/144577,
总,https://aistudio.baidu.com/datasetdetail/219199,
coco128,https://aistudio.baidu.com/datasetdetail/62778,
表情适配数据集,https://aistudio.baidu.com/datasetdetail/2011,
data_leon,https://aistudio.baidu.com/datasetdetail/137936,
0624第3圈数据,https://aistudio.baidu.com/datasetdetail/96735,
mydata,https://aistudio.baidu.com/datasetdetail/154822,
?MOT20_Switched_VOC,https://aistudio.baidu.com/datasetdetail/90225,
Processeddatanii,https://aistudio.baidu.com/datasetdetail/190939,
protogen模型(3.4)数据,https://aistudio.baidu.com/datasetdetail/186001,
垃圾分类数据集（课程提供）,https://aistudio.baidu.com/datasetdetail/66734,
garbage40,https://aistudio.baidu.com/datasetdetail/243687,
大众点评网成都美食店铺信息,https://aistudio.baidu.com/datasetdetail/64221,
test_lmdb,https://aistudio.baidu.com/datasetdetail/114486,
glove.6B,https://aistudio.baidu.com/datasetdetail/25934,
车道线检测结果数据集,https://aistudio.baidu.com/datasetdetail/73168,
中国软件杯A4——林业有害生物智能识别,https://aistudio.baidu.com/datasetdetail/77439,
2004年-2016年中国森林火灾,https://aistudio.baidu.com/datasetdetail/98102,
CCPD2019,https://aistudio.baidu.com/datasetdetail/49182,
LCD显示内容检测数据集,https://aistudio.baidu.com/datasetdetail/122426,
111data,https://aistudio.baidu.com/datasetdetail/40950,
STAT154,https://aistudio.baidu.com/datasetdetail/80119,
nl2sql,https://aistudio.baidu.com/datasetdetail/8676,
手写数字识别-数据集,https://aistudio.baidu.com/datasetdetail/7519,
垃圾分类数据集,https://aistudio.baidu.com/datasetdetail/70800,
PCB_DATASET,https://aistudio.baidu.com/datasetdetail/75435,
大型鱼类数据集,https://aistudio.baidu.com/datasetdetail/99208,
滑块验证码,https://aistudio.baidu.com/datasetdetail/211669,
chip,https://aistudio.baidu.com/datasetdetail/57422,
coco2014,https://aistudio.baidu.com/datasetdetail/107172,
LUNA_16_csvfile,https://aistudio.baidu.com/datasetdetail/119770,
缺陷2,https://aistudio.baidu.com/datasetdetail/125724,
论文复现ressnet,https://aistudio.baidu.com/datasetdetail/104368,
养殖场自设训练集+预测集,https://aistudio.baidu.com/datasetdetail/150453,
全唐诗,https://aistudio.baidu.com/datasetdetail/13768,
VeRi,https://aistudio.baidu.com/datasetdetail/19234,
中文语音识别扩展数据集,https://aistudio.baidu.com/datasetdetail/94353,
白菜生长情况数据集,https://aistudio.baidu.com/datasetdetail/106292,
信用风险分类数据集,https://aistudio.baidu.com/datasetdetail/107900,
大学生外包服务大赛,https://aistudio.baidu.com/datasetdetail/129514,
jzyzs,https://aistudio.baidu.com/datasetdetail/186759,
蔬菜3,https://aistudio.baidu.com/datasetdetail/18111,
kaggle(Detect Autism from a facial image),https://aistudio.baidu.com/datasetdetail/66963,
瓶装酒瑕疵检测,https://aistudio.baidu.com/datasetdetail/32276,
猫狗jpg图像,https://aistudio.baidu.com/datasetdetail/37855,
混凝土表面裂纹检测图像数据集,https://aistudio.baidu.com/datasetdetail/95190,
nasa数据集,https://aistudio.baidu.com/datasetdetail/192801,
MSD胰腺分割,https://aistudio.baidu.com/datasetdetail/23914,
百度机器理解大赛,https://aistudio.baidu.com/datasetdetail/23469,
PaddleDetection,https://aistudio.baidu.com/datasetdetail/34739,
华为AI+遥感数据集,https://aistudio.baidu.com/datasetdetail/72599,
1,https://aistudio.baidu.com/datasetdetail/227605,
VSPW_Train_Val,https://aistudio.baidu.com/datasetdetail/200851,
VOC20,https://aistudio.baidu.com/datasetdetail/73928,
大棚1,https://aistudio.baidu.com/datasetdetail/208113,
Tiny-ImageNet-200,https://aistudio.baidu.com/datasetdetail/184197,
车辆数据集,https://aistudio.baidu.com/datasetdetail/180856,
修正版草莓数据集,https://aistudio.baidu.com/datasetdetail/145930,
CCL2022视频看点抽取,https://aistudio.baidu.com/datasetdetail/154640,
场景分类,https://aistudio.baidu.com/datasetdetail/28193,
引航计划2022暑期-无人驾驶1班-软件,https://aistudio.baidu.com/datasetdetail/163119,
MNIST 解压版,https://aistudio.baidu.com/datasetdetail/9943,
火,https://aistudio.baidu.com/datasetdetail/117717,
融合模型,https://aistudio.baidu.com/datasetdetail/71275,
北京出租车,https://aistudio.baidu.com/datasetdetail/16443,
[千言比赛]信息抽取数据集,https://aistudio.baidu.com/datasetdetail/97834,
手写英文名字识别OCR,https://aistudio.baidu.com/datasetdetail/52861,
三相之力6,https://aistudio.baidu.com/datasetdetail/196151,
股票,https://aistudio.baidu.com/datasetdetail/182828,
MSD肠道分割数据集,https://aistudio.baidu.com/datasetdetail/10332,
VedioActionRecongnition_bh,https://aistudio.baidu.com/datasetdetail/63378,
pcm,https://aistudio.baidu.com/datasetdetail/98241,
地震,https://aistudio.baidu.com/datasetdetail/136575,
CK+FER2013,https://aistudio.baidu.com/datasetdetail/75882,
MPII,https://aistudio.baidu.com/datasetdetail/34955,
门店开关检测 - 6k,https://aistudio.baidu.com/datasetdetail/54278,
工人佩戴安全帽,https://aistudio.baidu.com/datasetdetail/32060,
1,https://aistudio.baidu.com/datasetdetail/117197,
实验室演示用 交通标志数据集,https://aistudio.baidu.com/datasetdetail/53358,
12000train,https://aistudio.baidu.com/datasetdetail/157087,
xf2021_few_shot,https://aistudio.baidu.com/datasetdetail/105844,
AMSR-E/AMSR2 北极海冰密集度（DT-ASI）（2012年）,https://aistudio.baidu.com/datasetdetail/108260,
果蔬12_bg,https://aistudio.baidu.com/datasetdetail/11363,
UCF-101_JPG_80,https://aistudio.baidu.com/datasetdetail/52235,
白葡萄酒质量预测,https://aistudio.baidu.com/datasetdetail/97473,
BraTS2015,https://aistudio.baidu.com/datasetdetail/26367,
中草药,https://aistudio.baidu.com/datasetdetail/109865,
ZheSafety,https://aistudio.baidu.com/datasetdetail/101643,
redbook_fifth,https://aistudio.baidu.com/datasetdetail/128088,
lemon,https://aistudio.baidu.com/datasetdetail/73648,
肺部CT多病种智能诊断,https://aistudio.baidu.com/datasetdetail/8689,
VOC,https://aistudio.baidu.com/datasetdetail/15322,
第2届百度搜索创新大赛赛道1正式数据,https://aistudio.baidu.com/datasetdetail/240394,
fangchangzheng,https://aistudio.baidu.com/datasetdetail/218589,
2020百度之星·开发者大赛·初赛数据集,https://aistudio.baidu.com/datasetdetail/42929,
output_inference,https://aistudio.baidu.com/datasetdetail/158032,
standford-core-nlp,https://aistudio.baidu.com/datasetdetail/200770,
airsim-mrms-data,https://aistudio.baidu.com/datasetdetail/200649,
微博主题分类_1000,https://aistudio.baidu.com/datasetdetail/30755,
"遥感影像分割——WHU_GID, Fine部分",https://aistudio.baidu.com/datasetdetail/54878,
RP2K,https://aistudio.baidu.com/datasetdetail/67153,
PaddleRec-Beta,https://aistudio.baidu.com/datasetdetail/35067,
nyudepth,https://aistudio.baidu.com/datasetdetail/103690,
UCM0627-tif,https://aistudio.baidu.com/datasetdetail/96889,
Ukiyo-e faces dataset浮世绘面孔数据集,https://aistudio.baidu.com/datasetdetail/62523,
SSD_voc,https://aistudio.baidu.com/datasetdetail/205725,
pom,https://aistudio.baidu.com/datasetdetail/121928,
城市区域功能分类初赛数据据,https://aistudio.baidu.com/datasetdetail/14899,
tieredImageNet,https://aistudio.baidu.com/datasetdetail/92380,
delight_test_B,https://aistudio.baidu.com/datasetdetail/128493,
under_water,https://aistudio.baidu.com/datasetdetail/101567,
心力衰竭预测,https://aistudio.baidu.com/datasetdetail/106584,
脑部PET/MR图像疾病,https://aistudio.baidu.com/datasetdetail/108169,
去雨数据集,https://aistudio.baidu.com/datasetdetail/132472,
traffic_light_raw,https://aistudio.baidu.com/datasetdetail/40502,
【Audio】FSDD,https://aistudio.baidu.com/datasetdetail/176422,
MSD心脏分割数据集,https://aistudio.baidu.com/datasetdetail/23911,
红绿灯VOC,https://aistudio.baidu.com/datasetdetail/38811,
Aerial Semantic Segmentation Drone Data,https://aistudio.baidu.com/datasetdetail/221770,
2021DIGIX-基于多模型迁移预训练文章质量判别,https://aistudio.baidu.com/datasetdetail/105318,
石头剪刀布,https://aistudio.baidu.com/datasetdetail/75404,
舌象特征数据集,https://aistudio.baidu.com/datasetdetail/108590,
USER_INFO_M,https://aistudio.baidu.com/datasetdetail/175811,
COCO2014,https://aistudio.baidu.com/datasetdetail/30066,
cifar10-python,https://aistudio.baidu.com/datasetdetail/26712,
crowd-human,https://aistudio.baidu.com/datasetdetail/20349,
狗细分类数据集Tsinghua Dogs,https://aistudio.baidu.com/datasetdetail/69112,
文本分类,https://aistudio.baidu.com/datasetdetail/17882,
农作物生长情况识别挑战赛第二阶段数据初赛,https://aistudio.baidu.com/datasetdetail/104887,
imagenet2012验证集,https://aistudio.baidu.com/datasetdetail/127221,
血细胞分类数据集,https://aistudio.baidu.com/datasetdetail/10278,
古籍文档图像识别与分析（大湾区古籍裁剪+SLOC_OCR_small）,https://aistudio.baidu.com/datasetdetail/234851,
CIFAR-10拆分版（适用于[百度架构师手把手带你零基础实践深度学习]8月13日打卡作业-实践）,https://aistudio.baidu.com/datasetdetail/49462,
你想抓住未来了吗？大模型13,https://aistudio.baidu.com/datasetdetail/208070,
船只卡尺0-9,https://aistudio.baidu.com/datasetdetail/94256,
商标检测,https://aistudio.baidu.com/datasetdetail/144647,
lora整合,https://aistudio.baidu.com/datasetdetail/204220,
【信息抽取】CCKS 2021：文言文实体识别与关系抽开源数据集C-CLUE,https://aistudio.baidu.com/datasetdetail/108011,
洪泽湖及其相关站分段日数据,https://aistudio.baidu.com/datasetdetail/64183,
新闻标题分类,https://aistudio.baidu.com/datasetdetail/82976,
Verse大规模脊柱分割数据集,https://aistudio.baidu.com/datasetdetail/86496,
德国交通标志数据集,https://aistudio.baidu.com/datasetdetail/115380,
siim,https://aistudio.baidu.com/datasetdetail/11461,
东北大学-钢铁缺陷检测数据集,https://aistudio.baidu.com/datasetdetail/119678,
脚本事件预测NYT数据集,https://aistudio.baidu.com/datasetdetail/192764,
百度三元组抽取数据集,https://aistudio.baidu.com/datasetdetail/11384,
